nome;caracteristicas;ano;data_registro
bmw 7 series;excellent|gas|automatic|rwd|sedan|black;2012;2021-04-20
bmw x5;excellent|gas|automatic|4wd|SUV|black;2013;2021-04-20
mercedes-benz s-class;excellent|gas|automatic|rwd|sedan|grey;2010;2021-04-20
mercedes-benz c-class;excellent|gas|automatic|rwd|coupe|white;2012;2021-04-20
ford f-350;good|diesel|automatic;1999;2021-04-20
dodge avenger se;4 cylinders|gas|automatic|fwd|sedan|red;2014;2021-04-20
honda accord;excellent|6 cylinders|gas|automatic|fwd|sedan|silver;2009;2021-04-20
toyota corolla;4 cylinders|gas|other|fwd|sedan|silver;2013;2021-04-20
chevrolet suburban ltz;gas|automatic;2014;2021-04-20
mini cooper s;excellent|4 cylinders|gas|manual|fwd|hatchback|grey;2006;2021-04-20
gmc sierra 2500;excellent|8 cylinders|diesel|automatic|rwd|truck|brown;2005;2021-04-20
honda cr-v;gas|automatic|fwd|SUV|white;2019;2021-04-20
nissan leaf;like new|electric|automatic|white;2013;2021-04-20
dodge charger;6 cylinders|gas|automatic|rwd|sedan|silver;2019;2021-04-20
subaru crosstrek;gas|automatic|wagon|silver;2016;2021-04-20
nissan rogue s;4 cylinders|gas|automatic|fwd|wagon|grey;2013;2021-04-20
ford transit connect cargo xlt;4 cylinders|gas|automatic|fwd|van|white;2016;2021-04-20
chevrolet bolt ev;like new|electric|automatic|fwd|hatchback|black;2017;2021-04-20
ram 1500;like new|8 cylinders|gas|automatic|rwd|pickup|grey;2019;2021-04-20
ford excursion diesel;excellent|8 cylinders|diesel|other|rwd|SUV|blue;2002;2021-04-20
honda accord sedan;gas|automatic|fwd|sedan|custom;2018;2021-04-20
jeep wrangler rubicon unlimited;good|6 cylinders|gas|automatic|4wd|SUV|grey;2010;2021-04-20
mercedes-benz gl450;gas|automatic;2008;2021-04-20
mercedes-benz ml500;gas|automatic;2006;2021-04-20
hyundai elantra;gas|automatic;2017;2021-04-20
ford transit connect;gas|automatic;2015;2021-04-20
honda accord ex-l coupe;excellent|4 cylinders|gas|automatic|fwd|coupe|grey;2013;2021-04-20
ford edge;excellent|6 cylinders|gas|automatic|rwd|SUV|white;2015;2021-04-20
ford f-150 xlt 4dr supercrew xlt;8 cylinders|gas|automatic|4wd|pickup|blue;2004;2021-04-20
jeep cherokee;excellent|4 cylinders|gas|automatic|fwd|SUV|red;2017;2021-04-20
honda accord sedan;gas|automatic|fwd|sedan|white;2019;2021-04-20
bmw 3 series;6 cylinders|gas|automatic|rwd|other|blue;2005;2021-04-20
honda accord sedan;gas|automatic|fwd|sedan|custom;2017;2021-04-20
jeep compass;4 cylinders|gas|automatic|4wd|SUV|white;2014;2021-04-20
subaru brz;4 cylinders|gas|manual|rwd|other|silver;2013;2021-04-20
gmc acadia;6 cylinders|gas|automatic|SUV|white;2011;2021-04-20
mazda mazda5;4 cylinders|gas|automatic|fwd|other;2013;2021-04-20
ford escape;6 cylinders|gas|automatic|4wd|SUV|silver;2005;2021-04-20
ford thunderbird;8 cylinders|gas|automatic|rwd|convertible|silver;2005;2021-04-20
lexus sc;8 cylinders|gas|automatic|rwd|convertible|red;2003;2021-04-20
chevrolet sonic;excellent|gas|automatic|fwd|sedan|black;2016;2021-04-20
bmw 3 series;excellent|diesel|automatic|rwd|sedan|black;2011;2021-04-20
volkswagen tiguan;gas|automatic|fwd|SUV|white;2017;2021-04-20
toyota rav4;good|4 cylinders|gas|automatic|4wd|SUV|red;1999;2021-04-20
jeep cherokee;4 cylinders|gas|automatic|fwd|SUV|black;2020;2021-04-20
jeep cherokee;4 cylinders|gas|automatic|fwd|SUV;2017;2021-04-20
hyundai elantra;4 cylinders|gas|automatic|fwd|sedan;2017;2021-04-20
honda cr-v;gas|automatic|fwd|SUV|white;2013;2021-04-20
jaguar f-type;excellent|6 cylinders|gas|automatic|convertible;2017;2021-04-20
acura tlx;gas|automatic|white;2018;2021-04-20
acura tlx;gas|automatic;2020;2021-04-20
acura tlx;gas|automatic;2020;2021-04-20
subaru wrx sti;excellent|4 cylinders|gas|manual|4wd|sedan;2016;2021-04-20
ford f59 18;gas|other;2015;2021-04-20
mazda cx-3;4 cylinders|gas|automatic|fwd|sedan|blue;2019;2021-04-20
tesla model 3 mid range;excellent|4 cylinders|electric|automatic|sedan;2018;2021-04-20
ford fusion se;4 cylinders|gas|automatic|fwd|sedan;2016;2021-04-20
chevrolet camaro zl1 coupe 2d;good|8 cylinders|gas|other|rwd|coupe|blue;2013;2021-04-20
lexus ct 200h hatchback 4d;good|hybrid|other|fwd|hatchback|black;2014;2021-04-20
audi s5 prestige coupe 2d;good|6 cylinders|gas|other|coupe;2019;2021-04-20
jaguar xf 20d premium sedan 4d;good|gas|other|rwd|sedan|blue;2017;2021-04-20
nissan maxima sv sedan 4d;good|other|automatic|fwd|sedan|silver;2019;2021-04-20
audi a4 premium plus sedan 4d;good|gas|other|sedan|black;2017;2021-04-20
kia sorento lx sport utility 4d;good|other|other|other;2017;2021-04-20
infiniti q60 red sport 400 coupe;good|6 cylinders|gas|other|coupe;2018;2021-04-20
nissan titan crew cab sv pickup;good|8 cylinders|gas|other|pickup|black;2019;2021-04-20
mercedes-benz mercedes-amg;good|8 cylinders|gas|automatic|rwd|sedan|black;2017;2021-04-20
lincoln navigator reserve sport;good|6 cylinders|gas|automatic|4wd|other|black;2017;2021-04-20
bmw 7 series 750i sedan 4d;good|other|automatic|rwd|sedan;2018;2021-04-20
bmw m3 coupe 2d;good|other|other|rwd|coupe|silver;2013;2021-04-20
ford expedition;fair|gas|automatic|SUV|blue;1998;2021-04-19
toyota yaris;4 cylinders|gas|automatic;2008;2021-04-19
chevrolet cobalt;good|4 cylinders|gas|manual|orange;2007;2021-04-19
honda civic;good|4 cylinders|gas|automatic|fwd|sedan|black;2004;2021-04-19
bmw 328i;excellent|4 cylinders|gas|automatic;2013;2021-04-19
ram 3500 mega cab;diesel|manual;2006;2021-04-19
ford expedition;6 cylinders|gas|automatic|4wd|SUV|black;2017;2021-04-19
chevrolet express passenger;excellent|gas|automatic|rwd|silver;2006;2021-04-19
ford focus;excellent|gas|automatic|fwd|sedan;2015;2021-04-19
chevrolet suburban;excellent|gas|automatic|SUV|white;2013;2021-04-19
kia optima;excellent|gas|automatic|fwd|sedan|white;2015;2021-04-19
ford fusion;excellent|gas|automatic|fwd|sedan|white;2013;2021-04-19
ford f-150 xlt;excellent|8 cylinders|gas|manual|rwd|pickup|red;2003;2021-04-19
toyota tacoma;excellent|gas|manual|rwd|pickup|blue;2005;2021-04-19
cadillac srx;excellent|gas|automatic|4wd|SUV|black;2012;2021-04-19
nissan murano;6 cylinders|gas|automatic|fwd|wagon|blue;2018;2021-04-19
honda civic coupe ex;good|4 cylinders|gas|manual|fwd|coupe|black;2006;2021-04-19
honda cr-v lx;good|4 cylinders|gas|automatic|fwd|other|blue;2014;2021-04-19
infiniti qx56 8-passenger;good|8 cylinders|gas|automatic|4wd|other|black;2012;2021-04-19
hyundai palisade limited;good|6 cylinders|gas|automatic|fwd|other|black;2020;2021-04-19
honda civic sedan ex-l;good|4 cylinders|gas|automatic|fwd|sedan|white;2017;2021-04-19
ford mustang v6;good|6 cylinders|gas|manual|rwd|coupe;2017;2021-04-19
mazda mazda3 i grand touring;good|4 cylinders|gas|automatic|fwd|hatchback;2013;2021-04-19
honda cr-v ex;good|4 cylinders|gas|automatic|other;2016;2021-04-19
subaru xv crosstrek premium;good|4 cylinders|gas|automatic|hatchback|white;2013;2021-04-19
ford focus se;good|4 cylinders|other|automatic|fwd|hatchback;2014;2021-04-19
ford fusion hybrid se;good|4 cylinders|electric|automatic|fwd|sedan|white;2018;2021-04-19
lexus rx 350 4x2 with navigation;good|6 cylinders|gas|automatic|fwd|other;2010;2021-04-19
toyota tundra 4x2 double cab;good|8 cylinders|gas|automatic|rwd|pickup|black;2013;2021-04-19
toyota camry se;good|6 cylinders|gas|automatic|fwd|sedan;2007;2021-04-19
subaru xv crosstrek limited;good|4 cylinders|gas|automatic|other|red;2015;2021-04-19
hyundai veloster value edition;good|4 cylinders|gas|automatic|fwd|hatchback|black;2017;2021-04-19
hyundai santa fe sport 2.4l;good|4 cylinders|gas|automatic|fwd|other|silver;2018;2021-04-19
hyundai santa fe sport 2.4l;good|4 cylinders|gas|automatic|other|blue;2018;2021-04-19
hyundai tucson sel;good|4 cylinders|gas|automatic|other|blue;2018;2021-04-19
hyundai santa fe sport;good|4 cylinders|gas|automatic|other|red;2016;2021-04-19
hyundai elantra;4 cylinders|gas|automatic|fwd|sedan|black;2019;2021-04-19
subaru wrx base;good|other|manual|sedan|silver;2020;2021-04-19
honda cr-v;gas|automatic|fwd|SUV|blue;2020;2021-04-19
subaru legacy 2.5i limited;excellent|4 cylinders|gas|automatic|4wd|sedan;2014;2021-04-19
bmw 750li;gas|automatic;2012;2021-04-19
bmw 750li;gas|automatic;2012;2021-04-19
honda odyssey;6 cylinders|gas|automatic|fwd|van|silver;2018;2021-04-19
audi q7 3.0t premium plus;excellent|6 cylinders|gas|automatic|4wd|SUV;2013;2021-04-19
honda cr-v;4 cylinders|gas|automatic|fwd|SUV|grey;2019;2021-04-19
toyota prius;gas|automatic;2007;2021-04-19
mini cooper s hardtop;excellent|4 cylinders|gas|automatic|fwd|white;2012;2021-04-19
subaru impreza outback;gas|automatic;2006;2021-04-19
audi a3 sportback e-tron;excellent|4 cylinders|hybrid|automatic|grey;2016;2021-04-19
mercedes-benz m-class ml 350;diesel|automatic;2012;2021-04-19
toyota tacoma prerunner;gas|automatic;2004;2021-04-19
cadillac srx luxury;excellent|6 cylinders|gas|automatic|SUV|grey;2012;2021-04-19
chevrolet tahoe;gas|automatic;2007;2021-04-19
chevrolet silverado 1500 classic ls2;8 cylinders|gas|automatic|rwd|pickup|silver;2007;2021-04-19
ford freestyle limited;excellent|6 cylinders|gas|automatic|4wd|SUV;2006;2021-04-19
dodge charger sxt;excellent|6 cylinders|gas|automatic|rwd|sedan;2016;2021-04-19
honda accord;gas|automatic;2005;2021-04-19
dodge challenger r/t;excellent|8 cylinders|gas|manual|rwd|coupe|white;2013;2021-04-19
nissan altima;gas|automatic|fwd|sedan;2016;2021-04-19
tesla model 3;electric|automatic|rwd|sedan|white;2020;2021-04-19
chevrolet malibu;4 cylinders|gas|automatic|fwd|sedan|silver;2018;2021-04-19
chevrolet cruze;4 cylinders|gas|automatic|fwd|sedan;2018;2021-04-19
chevrolet camaro 2ss;excellent|8 cylinders|gas|manual|rwd|coupe|black;2015;2021-04-19
chrysler 300 touring;excellent|8 cylinders|gas|automatic|rwd|sedan|white;2018;2021-04-19
ford edge sel;excellent|6 cylinders|gas|automatic|fwd|SUV|silver;2007;2021-04-19
volkswagen jetta;excellent|4 cylinders|gas|automatic|fwd|sedan;2007;2021-04-19
chevrolet cruze lt;like new|4 cylinders|gas|automatic|fwd|sedan;2014;2021-04-19
ford focus se;like new|4 cylinders|gas|automatic|fwd|sedan|white;2017;2021-04-19
ford focus;like new|4 cylinders|gas|automatic|fwd|sedan;2016;2021-04-19
nissan altima;excellent|4 cylinders|gas|automatic|fwd|sedan|grey;2015;2021-04-19
kia optima;excellent|4 cylinders|gas|automatic|fwd|sedan|custom;2015;2021-04-19
mazda cx-9 touring;excellent|4 cylinders|gas|automatic|4wd|SUV;2018;2021-04-19
gmc sierra 1500 hybrid;8 cylinders|gas|automatic|rwd|truck;2005;2021-04-19
hyundai elantra gls pzev;4 cylinders|gas|automatic|fwd|sedan;2013;2021-04-19
audi a8 l;excellent|6 cylinders|gas|automatic|4wd|other;2017;2021-04-19
chevrolet suburban lt 1500;8 cylinders|other|automatic|rwd|SUV|silver;2012;2021-04-19
ford e-series wagon e-350 sd xl;8 cylinders|gas|automatic|rwd|van|grey;2008;2021-04-19
mazda cx-5 sport;excellent|4 cylinders|gas|automatic|SUV;2019;2021-04-19
volkswagen atlas;6 cylinders|gas|automatic|4wd|SUV|yellow;2018;2021-04-19
chevrolet silverado 3500hd;8 cylinders|diesel|automatic|4wd|truck;2012;2021-04-19
gmc sierra 2500hd;8 cylinders|diesel|automatic|4wd|truck;2011;2021-04-19
nissan altima;4 cylinders|gas|automatic|fwd|sedan;2014;2021-04-19
ram 3500;6 cylinders|diesel|automatic|4wd|truck;2012;2021-04-19
jeep grand cherokee laredo;good|gas|automatic;2000;2021-04-19
lexus gx 460 sport utility 4d;good|other|other|4wd|SUV;2018;2021-04-19
acura rdx sport utility 4d;good|6 cylinders|gas|other|SUV|black;2018;2021-04-19
volkswagen golf sportwagen tdi s;good|gas|automatic|fwd|wagon|red;2015;2021-04-19
lexus gx 460 sport utility 4d;good|8 cylinders|gas|other|4wd|SUV;2018;2021-04-19
volvo v60 t5 cross country wagon;good|other|other|wagon|white;2018;2021-04-19
mercedes-benz s-class s 550;good|6 cylinders|gas|other|rwd|sedan|white;2015;2021-04-19
lexus is 300 sedan 4d;good|gas|other|rwd|sedan|silver;2020;2021-04-19
lexus is 250c convertible 2d;good|other|other|rwd|convertible;2012;2021-04-19
bmw 5 series 550i sedan 4d;good|other|automatic|rwd|sedan|white;2014;2021-04-19
mercedes-benz e-class e 300;good|other|automatic|rwd|sedan|brown;2018;2021-04-19
mazda cx-5 signature diesel;good|diesel|other|other|red;2019;2021-04-19
hyundai genesis 3.8 sedan 4d;good|6 cylinders|gas|automatic|rwd|sedan|silver;2015;2021-04-19
mercedes-benz e-class e 63 amg;good|8 cylinders|gas|automatic|rwd|sedan;2011;2021-04-19
gmc sierra 1500;gas|automatic;2005;2021-04-18
mercedes-benz benz e500 sport;excellent|8 cylinders|gas|automatic|rwd|sedan|black;2003;2021-04-18
toyota rav4 awd;good|4 cylinders|gas|automatic|4wd|SUV|white;2010;2021-04-18
dodge b300;8 cylinders|gas|automatic|4wd;1978;2021-04-18
honda civic cvcc;fair|4 cylinders|gas|manual;2022;2021-04-18
toyota mighty max;fair|4 cylinders|gas|automatic|fwd|truck|white;2022;2021-04-18
toyota camry;4 cylinders|gas|automatic|fwd|sedan|grey;2019;2021-04-18
kia soul;4 cylinders|gas|other|fwd|wagon|orange;2020;2021-04-18
mercedes-benz benz c230;good|6 cylinders|gas|automatic|rwd|sedan|white;2007;2021-04-18
honda accord hybrid ex-l;excellent|4 cylinders|hybrid|automatic|fwd|sedan|white;2017;2021-04-18
nissan pathfinder platinum;like new|6 cylinders|gas|automatic|4wd|SUV|blue;2014;2021-04-18
cadillac cts;6 cylinders|gas|automatic|rwd|sedan|silver;2009;2021-04-18
toyota corolla;gas|automatic|fwd|sedan|silver;2014;2021-04-18
acura tl tech;excellent|6 cylinders|gas|automatic|sedan;2010;2021-04-18
ford explorer limited;excellent|6 cylinders|gas|automatic|SUV;2016;2021-04-18
chevrolet express van;good|8 cylinders|gas|automatic|rwd|van|white;2005;2021-04-18
chevrolet silverado 1500;good|8 cylinders|gas|automatic|4wd|SUV|white;2003;2021-04-18
chevrolet tahoe;excellent|8 cylinders|gas|automatic|4wd|SUV|silver;2017;2021-04-18
chevrolet malibu ls;like new|4 cylinders|gas|automatic|fwd|sedan|silver;2015;2021-04-18
toyota cressida;good|6 cylinders|gas|automatic|sedan|white;1991;2021-04-18
honda civic lx;good|4 cylinders|gas|manual|fwd|coupe|grey;1995;2021-04-18
ford f150 supercrew cab xl;like new|8 cylinders|gas|automatic|4wd|pickup|white;2014;2021-04-18
gmc yukon;excellent|8 cylinders|gas|automatic|rwd|SUV|silver;2016;2021-04-18
dodge challenger;excellent|6 cylinders|gas|automatic|rwd|coupe|grey;2017;2021-04-18
kia soul ! wagon 4d;excellent|4 cylinders|gas|automatic|wagon;2013;2021-04-18
mazda cx-5;gas|automatic|fwd|wagon|blue;2017;2021-04-18
toyota rav4;4 cylinders|gas|automatic|4wd|SUV|black;2017;2021-04-18
mazda mazda5;4 cylinders|gas|automatic|fwd|van|grey;2015;2021-04-18
mazda mazda3;4 cylinders|gas|manual|fwd|sedan|silver;2015;2021-04-18
bmw 530;excellent|6 cylinders|gas|automatic|rwd|sedan|silver;2003;2021-04-18
toyota camry;excellent|4 cylinders|gas|automatic|fwd|sedan|grey;2017;2021-04-18
toyota camry se;like new|4 cylinders|gas|automatic|fwd|sedan|white;2014;2021-04-18
ford mustang;good|6 cylinders|gas|automatic|rwd|coupe|white;2005;2021-04-18
lexus rx;gas|automatic|SUV|black;2020;2021-04-18
toyota prius v;gas|automatic|black;2017;2021-04-18
honda accord;gas|automatic;2018;2021-04-18
rover lr4 hse;excellent|6 cylinders|gas|automatic|4wd|SUV;2016;2021-04-18
volvo s60 2.4t;good|5 cylinders|gas|automatic|fwd|sedan|white;2003;2021-04-18
porsche macan gts;excellent|6 cylinders|gas|automatic|4wd|SUV;2018;2021-04-18
chevrolet silverado 2500hd;good|8 cylinders|gas|automatic|4wd|truck|white;2004;2021-04-18
ford f59 18;gas|other;2015;2021-04-18
mazda mazda3 4-door touring;excellent|4 cylinders|gas|automatic|sedan;2018;2021-04-18
honda cr-v;4 cylinders|gas|automatic|4wd|SUV;2017;2021-04-18
toyota yaris le 5-door at 4-speed automatic;gas|automatic|fwd|black;2014;2021-04-18
toyota yaris;automatic|white;2017;2021-04-18
toyota rav4 limited i4 2wd 4-speed automatic;gas|automatic|fwd|SUV|silver;2008;2021-04-18
toyota rav4 base i4 2wd 4-speed automatic;gas|automatic|fwd|SUV|white;2010;2021-04-18
toyota prius prius ii cvt;gas|other|fwd|hatchback|green;2013;2021-04-18
toyota prius prius ii cvt;gas|other|fwd|hatchback|silver;2011;2021-04-18
toyota corolla s premium cvt;gas|other|fwd|sedan|blue;2014;2021-04-18
toyota camry le 6-spd mt;gas|manual|fwd|white;2011;2021-04-18
toyota camry le 6-spd at;gas|automatic|fwd|sedan|silver;2011;2021-04-18
toyota camry le 5-spd at;gas|automatic|fwd|sedan|brown;2009;2021-04-18
porsche cayenne s 6-speed automatic;gas|automatic|4wd|SUV;2008;2021-04-18
nissan altima 2.5 sl cvt;gas|other|fwd|sedan|black;2013;2021-04-18
mercedes-benz benz e-class wagon e350 4matic 5-speed automatic;gas|automatic|4wd|wagon|white;2007;2021-04-18
mercedes-benz benz e-class e350 luxury sedan 5-speed automatic;gas|automatic|rwd|sedan|black;2009;2021-04-18
mazda cx-7 sport 6-speed automatic;gas|automatic|fwd|SUV;2008;2021-04-18
lexus rx 400h fwd cvt;gas|other|fwd|SUV|green;2008;2021-04-18
lexus rx 330 awd 5-speed automatic;automatic|4wd|SUV|blue;2005;2021-04-18
lexus rx 300 4wd 4-speed automatic;gas|automatic|4wd|SUV|white;2001;2021-04-18
lexus es 350 sedan 6-speed automatic;gas|automatic|fwd|sedan|silver;2008;2021-04-18
honda pilot touring 4wd 5-spd at with dvd;gas|automatic|4wd|SUV;2013;2021-04-18
honda cr-v ex-l 2wd 5-speed at;gas|automatic|fwd|SUV|brown;2012;2021-04-18
honda civic lx sedan cvt;gas|other|fwd|sedan|silver;2015;2021-04-18
honda civic lx coupe 5-speed at;gas|automatic|fwd|coupe|silver;2009;2021-04-18
honda civic hybrid cvt at-pzev;gas|other|fwd|sedan|blue;2008;2021-04-18
honda civic ex-l sedan 5-speed at;gas|automatic|fwd|sedan;2012;2021-04-18
honda accord lx sedan cvt;gas|other|fwd|sedan;2013;2021-04-18
honda accord ex sedan at 5-speed automatic;gas|automatic|fwd|sedan|black;2009;2021-04-18
ford taurus sel fwd 6-speed automatic;gas|automatic|fwd|sedan;2011;2021-04-18
ford focus;gas|automatic|fwd;2014;2021-04-18
cadillac cts base 5-speed automatic;gas|automatic|rwd|sedan|silver;2004;2021-04-18
buick century custom 4-speed automatic;gas|automatic|fwd|sedan|white;1999;2021-04-18
bmw 3-series 330xi sedan 6-speed automatic;gas|automatic|4wd|sedan|white;2006;2021-04-18
bmw 3-series 328i sa 6-speed automatic;gas|automatic|rwd|sedan|white;2011;2021-04-18
hyundai veloster w/black int;excellent|4 cylinders|gas|automatic|hatchback;2012;2021-04-18
chevrolet colorado crew cab lt;good|6 cylinders|other|other|pickup|red;2019;2021-04-18
subaru brz limited coupe 2d;good|other|other|rwd|coupe|blue;2020;2021-04-18
tesla model 3 mid range sedan 4d;good|electric|other|rwd|sedan|white;2018;2021-04-18
subaru wrx sti sedan 4d;good|gas|other|sedan|white;2020;2021-04-18
gmc sierra 1500 limited double;good|8 cylinders|gas|other|4wd|pickup|blue;2019;2021-04-18
gmc sierra 1500 double cab;good|6 cylinders|gas|other|pickup|white;2019;2021-04-18
dodge charger scat pack sedan 4d;good|8 cylinders|gas|other|rwd|sedan|white;2019;2021-04-18
gmc sierra 1500 extended cab slt;good|8 cylinders|gas|other|pickup|silver;2013;2021-04-18
toyota 4runner sr5 sport utility;good|other|other|other|black;2020;2021-04-18
hyundai ioniq plug-in hybrid;good|other|other|fwd|hatchback|blue;2019;2021-04-18
chevrolet silverado 2500 hd;good|other|other|pickup|white;2018;2021-04-18
chevrolet colorado extended cab;good|6 cylinders|gas|other|4wd|pickup|red;2016;2021-04-18
ram 1500 classic regular cab;good|8 cylinders|gas|other|pickup|white;2019;2021-04-18
toyota corolla;good|gas|automatic;2010;2021-04-18
honda accord coupe;6 cylinders|gas|automatic;2008;2021-04-17
mercedes-benz benz;6 cylinders|gas|automatic|rwd|grey;2004;2021-04-17
honda crv;good|4 cylinders|gas|automatic|4wd|SUV|blue;2005;2021-04-17
toyota corolla;4 cylinders|gas|automatic|fwd|sedan|blue;2020;2021-04-17
subaru crosstrek limited;excellent|4 cylinders|gas|automatic|4wd|SUV|orange;2018;2021-04-17
chrysler eagle premier;good|6 cylinders|gas|automatic|fwd|sedan|blue;1992;2021-04-17
honda odyssey;6 cylinders|gas|automatic|fwd|van|red;2011;2021-04-17
kia sportage lx sport utility;excellent|4 cylinders|gas|automatic|fwd|SUV|blue;2017;2021-04-17
cadillac cts;gas|automatic|sedan|red;2010;2021-04-17
toyota corolla ce;4 cylinders|gas|automatic|fwd|sedan|custom;2003;2021-04-17
mini cooper s;good|4 cylinders|gas|manual|fwd|coupe|blue;2008;2021-04-17
lexus es 350;6 cylinders|gas|automatic|fwd|sedan|white;2008;2021-04-17
ram 2500 laramie crew cab 4x4;excellent|6 cylinders|diesel|automatic|4wd|truck|white;2017;2021-04-17
lexus rc 350;good|6 cylinders|gas|automatic|rwd|coupe|grey;2015;2021-04-17
mazda 3;like new|4 cylinders|gas|automatic|fwd|sedan|grey;2014;2021-04-17
jeep liberty limited;6 cylinders|gas|automatic|rwd|SUV|silver;2007;2021-04-17
ford e-series cargo e-150;8 cylinders|other|automatic|rwd|van|white;2013;2021-04-17
honda civic;gas|automatic|hatchback;2017;2021-04-17
gmc canyon slt;good|5 cylinders|gas|automatic|4wd|pickup|white;2010;2021-04-17
honda accord;4 cylinders|hybrid|automatic|fwd|sedan|white;2020;2021-04-17
lexus gs;gas|automatic|fwd|sedan;2016;2021-04-17
chevrolet express 1500;good|8 cylinders|gas|automatic|rwd|van|white;2011;2021-04-17
nissan versa note sv;excellent|4 cylinders|gas|automatic|hatchback;2015;2021-04-17
lexus gs;gas|automatic|fwd|sedan|white;2008;2021-04-17
chevrolet express 1500 cargo van;excellent|8 cylinders|gas|automatic|rwd|van|white;2008;2021-04-17
chevrolet silverado 1500 ls;6 cylinders|gas|automatic|rwd|pickup|grey;2002;2021-04-17
kia soul;gas|automatic|fwd|sedan|grey;2015;2021-04-17
chrysler 200;gas|automatic|fwd|sedan|silver;2015;2021-04-17
dodge avenger heat;6 cylinders|other|automatic|fwd|sedan|red;2011;2021-04-17
mazda miata mx-5 club;excellent|4 cylinders|gas|manual|rwd|convertible|white;2016;2021-04-17
chevrolet silverado;excellent|8 cylinders|gas|automatic|rwd|custom;2005;2021-04-17
honda accord;excellent|4 cylinders|gas|automatic|fwd|sedan;2014;2021-04-17
chevrolet volt;excellent|4 cylinders|hybrid|automatic|hatchback|silver;2014;2021-04-17
bmw 528i;excellent|4 cylinders|gas|automatic|sedan|black;2014;2021-04-17
jeep patriot;gas|automatic|fwd|SUV;2015;2021-04-17
chevrolet silverado 1500 lt 4x4;good|8 cylinders|gas|automatic|4wd;2013;2021-04-17
honda accord;excellent|4 cylinders|gas|automatic|sedan|black;2016;2021-04-17
gmc yukon;good|8 cylinders|gas|automatic|4wd|SUV|black;2011;2021-04-17
cadillac srx;6 cylinders|gas|automatic|fwd|SUV|black;2014;2021-04-17
hyundai elantra;excellent|4 cylinders|gas|automatic|fwd|grey;2018;2021-04-17
dodge durango;gas|automatic|4wd|SUV;2011;2021-04-17
nissan altima;excellent|6 cylinders|gas|automatic|fwd|coupe|grey;2008;2021-04-17
ram 2500 quad cab slt;excellent|8 cylinders|gas|automatic|truck;2004;2021-04-17
jeep wrangler;gas|automatic|4wd|SUV|white;2014;2021-04-17
honda accord ex-l;excellent|4 cylinders|gas|automatic|sedan|grey;2013;2021-04-17
ford f150;6 cylinders|gas|automatic|pickup|white;2012;2021-04-17
mercedes-benz c-class;gas|automatic|sedan;2016;2021-04-17
hyundai elantra;4 cylinders|gas|automatic|fwd|sedan|grey;2015;2021-04-17
hyundai azera;6 cylinders|gas|automatic|fwd|sedan|black;2015;2021-04-17
toyota camry;4 cylinders|gas|automatic|fwd|sedan|grey;2019;2021-04-17
chevrolet sonic;excellent|gas|automatic|fwd|sedan|black;2015;2021-04-17
ford fusion;excellent|gas|automatic|fwd|sedan|white;2017;2021-04-17
hyundai accent;excellent|gas|automatic|fwd|sedan|grey;2017;2021-04-17
dodge grand caravan;excellent|gas|automatic|fwd|mini-van;2012;2021-04-17
jeep cherokee;excellent|gas|automatic|fwd|SUV|black;2015;2021-04-17
ford focus;excellent|gas|automatic|fwd|sedan|silver;2012;2021-04-17
mini cooper s;excellent|4 cylinders|gas|automatic|hatchback;2010;2021-04-17
audi a4 premium plus 2.0t;excellent|4 cylinders|gas|automatic|4wd|sedan;2011;2021-04-17
lexus rx 350;excellent|6 cylinders|gas|automatic|SUV;2007;2021-04-17
kia sorento;excellent|4 cylinders|gas|automatic|fwd|sedan|white;2016;2021-04-17
jeep wrangler;gas|automatic|4wd|SUV|silver;2011;2021-04-17
chevrolet cruze;gas|automatic|fwd|sedan|silver;2018;2021-04-17
toyota tacoma;excellent|6 cylinders|gas|automatic|rwd|truck|green;2012;2021-04-17
toyota camry;gas|automatic|silver;2007;2021-04-17
honda ridgeline;gas|automatic|white;2020;2021-04-17
volvo xc60;gas|automatic|SUV|white;2019;2021-04-17
infiniti q50 hybrid;gas|automatic|white;2017;2021-04-17
ford f150 supercrew cab;excellent|6 cylinders|gas|automatic|rwd|pickup|black;2012;2021-04-17
porsche cayenne gts;excellent|8 cylinders|gas|automatic|4wd|SUV;2013;2021-04-17
volkswagen jetta;excellent|4 cylinders|gas|automatic|fwd|sedan|grey;2015;2021-04-17
rover sport;excellent|6 cylinders|gas|automatic|4wd|SUV;2018;2021-04-17
chevrolet silverado 1500 lt;6 cylinders|gas|automatic|4wd;2018;2021-04-17
chevrolet express g1500;other|gas|automatic|fwd|van|white;2006;2021-04-17
honda cr-v lx;4 cylinders|gas|automatic|fwd|SUV|grey;2015;2021-04-17
infiniti g37 base 5-speed automatic;automatic|rwd|coupe;2008;2021-04-17
honda accord lx sedan at 5-speed automatic;gas|automatic|fwd|sedan;2010;2021-04-17
ford f-150;6 cylinders|gas|automatic|rwd|truck|black;2020;2021-04-17
mazda cx-5 grand touring;excellent|4 cylinders|gas|automatic|4wd|SUV;2018;2021-04-17
chevrolet tahoe ls sport utility;good|8 cylinders|gas|other|4wd|SUV|black;2020;2021-04-17
gmc sierra 1500 crew cab slt;good|8 cylinders|other|other|4wd|pickup|white;2014;2021-04-17
gmc sierra 1500 crew cab slt;good|8 cylinders|gas|other|4wd|pickup|red;2018;2021-04-17
