nome;caracteristicas;ano;data_registro
mercedes-benz gle 350 4matic;good|gas|other|other|silver;2020;2021-04-17
gmc sierra 1500 crew cab slt;good|other|other|4wd|pickup|red;2018;2021-04-17
chevrolet tahoe lt sport utility;good|8 cylinders|gas|other|4wd|other|blue;2017;2021-04-17
mercedes-benz gle 350 sport;good|other|other|rwd|other|blue;2020;2021-04-17
chevrolet tahoe lt sport utility;good|8 cylinders|gas|other|4wd|other|white;2019;2021-04-17
chevrolet tahoe lt sport utility;good|other|other|SUV|silver;2017;2021-04-17
chevrolet tahoe ls sport utility;good|8 cylinders|gas|other|4wd|SUV|black;2018;2021-04-17
gmc sierra 1500 crew cab sle;good|gas|other|4wd|pickup|black;2020;2021-04-17
gmc sierra 1500 crew cab sle;good|8 cylinders|gas|automatic|4wd|pickup;2015;2021-04-17
mercedes-benz gle 350 sport;good|6 cylinders|gas|automatic|rwd|SUV|black;2018;2021-04-17
mercedes-benz gle 350 sport;good|6 cylinders|gas|automatic|rwd|SUV|white;2018;2021-04-17
toyota 4runner sr5;excellent|6 cylinders|gas|automatic|4wd|SUV|grey;2007;2021-04-17
bmw x1;excellent|gas|automatic|rwd|white;2014;2021-04-17
honda odyssey;good|6 cylinders|gas|automatic|fwd|mini-van|grey;1999;2021-04-16
mercedes-benz gls 450 4matic;excellent|6 cylinders|gas|automatic|4wd|SUV|white;2017;2021-04-16
toyota camry;gas|automatic|other|red;2009;2021-04-16
ford f350;gas|automatic|other|white;2012;2021-04-16
chevrolet malibu;gas|automatic|other|silver;2014;2021-04-16
ford f350;gas|automatic|other|white;2012;2021-04-16
kia sorento ex awd;excellent|6 cylinders|gas|automatic|4wd|SUV;2016;2021-04-16
hyundai tucson;excellent|4 cylinders|gas|automatic|4wd|SUV|silver;2016;2021-04-16
subaru forester;4 cylinders|gas|automatic|4wd|SUV|silver;2019;2021-04-16
cadillac srx;gas|automatic;2010;2021-04-16
ford ranger xlt;good|6 cylinders|gas|automatic|rwd|truck|black;1999;2021-04-16
toyota prius five five panel;excellent|4 cylinders|hybrid|automatic|other;2010;2021-04-16
toyota prius four panel solar;excellent|4 cylinders|hybrid|automatic|other;2010;2021-04-16
honda accord 2002;fair|6 cylinders|gas|automatic|black;2002;2021-04-16
dodge charger r/t plus;excellent|8 cylinders|gas|automatic|rwd|sedan|blue;2014;2021-04-16
volvo vnl;diesel|manual;2012;2021-04-16
kia sorento;4 cylinders|gas|automatic|fwd|SUV|purple;2019;2021-04-16
lexus rx 300;fair|6 cylinders|gas|automatic|4wd|SUV|black;1999;2021-04-16
chevrolet silverado;other|automatic|4wd|pickup|silver;2013;2021-04-16
bmw 7 series;excellent|gas|automatic|rwd|sedan|black;2012;2021-04-16
bmw 5 series;excellent|gas|automatic|rwd|hatchback;2012;2021-04-16
bmw 5 series;excellent|gas|automatic|rwd|sedan|white;2013;2021-04-16
bmw 5 series;excellent|gas|automatic|rwd|sedan|black;2013;2021-04-16
bmw 5 series;excellent|gas|automatic|rwd|sedan|black;2014;2021-04-16
audi a4 s-line;excellent|4 cylinders|gas|automatic|sedan|white;2015;2021-04-16
ford thunderbird;good|8 cylinders|gas|automatic|rwd|coupe|red;1956;2021-04-16
chevrolet elcamino;gas|other;1965;2021-04-16
honda accord sedan;gas|automatic|fwd|sedan|silver;2020;2021-04-16
ford thunderbird;good|8 cylinders|gas|automatic|rwd|coupe|blue;1966;2021-04-16
chevrolet tahoe;other|automatic|4wd|SUV|white;2015;2021-04-16
toyota camry;4 cylinders|gas|automatic|fwd|sedan|silver;2018;2021-04-16
honda accord;gas|automatic|sedan|silver;2013;2021-04-16
mazda mazda6 i grand touring;excellent|4 cylinders|gas|automatic|sedan;2015;2021-04-16
toyota tundra sr5;excellent|8 cylinders|gas|automatic|truck;2017;2021-04-16
infiniti g;gas|manual|fwd|sedan|grey;2009;2021-04-16
ford f250 super duty lariat 4x4;excellent|8 cylinders|diesel|automatic|4wd|truck|silver;2016;2021-04-16
ford fusion se;like new|4 cylinders|gas|automatic|fwd|sedan;2017;2021-04-16
chevrolet cruze lt;like new|4 cylinders|gas|automatic|fwd|sedan|brown;2014;2021-04-16
ford e-450 delivery box;like new|8 cylinders|gas|automatic|van|white;2011;2021-04-16
dodge journey se;6 cylinders|gas|automatic|4wd|blue;2016;2021-04-16
ford f150 xlt;8 cylinders|gas|automatic|rwd|pickup|white;2014;2021-04-16
ford e-450 delivery box;like new|8 cylinders|gas|automatic|van|white;2012;2021-04-16
ford f250 super duty lariat 4x4;excellent|8 cylinders|diesel|automatic|4wd|truck|white;2013;2021-04-16
ford mustang;excellent|gas|manual|rwd|convertible|red;2007;2021-04-16
ford f350 xlt super duty;good|8 cylinders|gas|automatic|rwd|truck|white;2008;2021-04-16
ford f-150;excellent|gas|automatic|pickup|silver;2014;2021-04-16
ford focus;excellent|gas|manual|fwd|hatchback|white;2013;2021-04-16
ford fusion;excellent|gas|automatic|fwd|sedan|green;2014;2021-04-16
gmc terrain;other|automatic|fwd|SUV|black;2012;2021-04-16
hyundai sonata;gas|automatic|fwd|sedan|blue;2017;2021-04-16
ford focus;excellent|gas|automatic|fwd|hatchback|black;2013;2021-04-16
honda accord;excellent|4 cylinders|gas|automatic;2016;2021-04-16
chevrolet van;excellent|8 cylinders|gas|automatic|white;1991;2021-04-16
chevrolet volt premier sedan 4d;excellent|4 cylinders|gas|automatic|fwd|sedan|white;2018;2021-04-16
ford explorer;gas|automatic|fwd|SUV|white;2016;2021-04-16
ford f-250 super duty;excellent|gas|automatic|4wd|pickup|white;2016;2021-04-16
honda civic;gas|automatic|fwd|sedan|white;2019;2021-04-16
chevrolet suburban 1500 4x4;excellent|8 cylinders|gas|automatic|4wd|SUV;2005;2021-04-16
ford edge se;excellent|4 cylinders|gas|automatic|fwd|SUV|white;2018;2021-04-16
subaru tribeca awd;excellent|6 cylinders|gas|automatic|4wd|SUV;2008;2021-04-16
honda pilot ex 4wd;excellent|6 cylinders|gas|automatic|4wd|SUV;2003;2021-04-16
honda odyssey ex;excellent|6 cylinders|gas|automatic|4wd|van|blue;2004;2021-04-16
toyota tacoma;gas|automatic|fwd|pickup|white;2015;2021-04-16
mercedes-benz e-class;gas|automatic|sedan;2009;2021-04-16
toyota tacoma;gas|automatic|pickup;2011;2021-04-16
toyota 4-runner;gas|automatic|4wd|wagon;2010;2021-04-16
toyota tundra;gas|automatic|fwd|pickup|silver;2007;2021-04-16
ram 2500;diesel|automatic|pickup|black;2020;2021-04-16
chevrolet suburban 1500 4x4;excellent|8 cylinders|gas|automatic|4wd|SUV;2005;2021-04-16
toyota tundra;gas|automatic|fwd|pickup|black;2013;2021-04-16
toyota tundra;gas|automatic|4wd|pickup;2008;2021-04-16
toyota tundra;gas|automatic|4wd|pickup|white;2014;2021-04-16
toyota camry;gas|automatic|fwd|sedan|white;2015;2021-04-16
toyota tundra;gas|automatic|fwd|pickup|silver;2007;2021-04-16
ford f-250;diesel|automatic|4wd|pickup;2011;2021-04-16
toyota tundra;gas|automatic|fwd|pickup|silver;2016;2021-04-16
chevrolet equinox;gas|automatic|fwd|SUV;2017;2021-04-16
ford focus;other|automatic|fwd|sedan;2015;2021-04-16
mercedes-benz c-class c 250;excellent|4 cylinders|gas|other|sedan;2014;2021-04-16
hyundai sonata;4 cylinders|gas|automatic|fwd|sedan|white;2013;2021-04-16
honda civic;gas|manual|fwd|sedan|orange;2012;2021-04-16
dodge journey;gas|automatic|fwd|SUV;2015;2021-04-16
mazda cx-5;4 cylinders|gas|automatic|fwd|SUV|blue;2016;2021-04-16
toyota camry;4 cylinders|gas|automatic|fwd|sedan|silver;2017;2021-04-16
ram promaster cargo van;6 cylinders|gas|automatic|fwd|van|red;2017;2021-04-16
honda cr-v;4 cylinders|gas|automatic|4wd|SUV|red;2018;2021-04-16
toyota yaris ia base;good|other|automatic|fwd|sedan;2018;2021-04-16
volkswagen jetta se;good|other|automatic|fwd|sedan;2009;2021-04-16
ferrari 575m maranello;good|other|automatic|rwd|coupe|black;2005;2021-04-16
ford fusion;gas|automatic|fwd|sedan;2017;2021-04-16
gmc sierra 1500 crew cab;gas|automatic|fwd|truck;2019;2021-04-16
lexus rx;gas|automatic|SUV|black;2020;2021-04-16
toyota prius v;gas|automatic|black;2017;2021-04-16
honda accord;gas|automatic;2018;2021-04-16
chevrolet silverado;other|automatic|fwd|pickup|white;2011;2021-04-16
ford escape;4 cylinders|gas|automatic|4wd|SUV;2018;2021-04-16
hyundai elantra;4 cylinders|gas|automatic|fwd|sedan;2011;2021-04-16
mazda mazda6 i touring;excellent|4 cylinders|gas|automatic|sedan;2016;2021-04-16
lexus es 350;6 cylinders|gas|automatic|fwd|sedan|white;2008;2021-04-16
ford fusion;4 cylinders|gas|automatic|fwd|sedan;2018;2021-04-16
ford f59 18;gas|other;2015;2021-04-16
toyota c-hr;4 cylinders|gas|automatic|fwd|sedan|black;2020;2021-04-16
subaru crosstrek limited;excellent|4 cylinders|gas|other|4wd|SUV;2018;2021-04-16
chevrolet silverado 1500;8 cylinders|gas|automatic|4wd|truck;2014;2021-04-16
nissan sentra;4 cylinders|gas|automatic|fwd|sedan;2018;2021-04-16
jeep compass;4 cylinders|gas|manual|fwd|SUV;2018;2021-04-16
gmc yukon denali;8 cylinders|gas|automatic|4wd|SUV;2010;2021-04-16
volkswagen jetta sedan;excellent|4 cylinders|gas|automatic|fwd|sedan|red;2018;2021-04-16
honda accord;4 cylinders|gas|automatic|fwd|sedan|silver;2017;2021-04-16
honda civic;4 cylinders|gas|automatic|fwd|sedan|blue;2018;2021-04-16
honda accord;4 cylinders|gas|automatic|fwd|sedan|white;2016;2021-04-15
honda accord;4 cylinders|gas|automatic|fwd|sedan;2016;2021-04-15
toyota solara se;good|4 cylinders|gas|automatic|fwd|coupe|white;2005;2021-04-15
honda cr-v;4 cylinders|gas|automatic|4wd|SUV|grey;2018;2021-04-15
hyundai sonata;4 cylinders|gas|automatic|fwd|sedan|grey;2015;2021-04-15
ram 1500;like new|8 cylinders|gas|automatic|4wd|pickup|white;2009;2021-04-15
honda civic;4 cylinders|gas|automatic|fwd|sedan|grey;2020;2021-04-15
honda accord;4 cylinders|gas|automatic|fwd|sedan|silver;2019;2021-04-15
honda pilot;6 cylinders|gas|automatic|4wd|SUV|blue;2018;2021-04-15
infiniti g35;gas|automatic;2008;2021-04-15
gmc sierra 2500hd denali;good|8 cylinders|diesel|automatic|4wd|pickup|white;2013;2021-04-15
hyundai elantra gls;good|4 cylinders|gas|automatic|fwd|sedan;2013;2021-04-15
nissan sentra s;good|4 cylinders|gas|automatic|fwd|sedan;2017;2021-04-15
honda accord cpe ex;good|4 cylinders|gas|automatic|fwd|coupe|blue;2013;2021-04-15
infiniti g37 sedan journey;good|6 cylinders|gas|automatic|rwd|sedan|white;2013;2021-04-15
ram 1500 laramie;good|8 cylinders|gas|automatic|4wd|pickup|silver;2018;2021-04-15
hyundai sonata gls;good|4 cylinders|gas|automatic|fwd|sedan|silver;2014;2021-04-15
ram 2500 laramie;good|6 cylinders|diesel|automatic|4wd|pickup;2018;2021-04-15
cadillac xts luxury;good|6 cylinders|gas|automatic|fwd|sedan|white;2017;2021-04-15
lexus rx 350;good|6 cylinders|gas|automatic|other|silver;2013;2021-04-15
nissan rogue sl;good|4 cylinders|gas|automatic|fwd|other|orange;2019;2021-04-15
kia sorento lx;good|4 cylinders|gas|automatic|fwd|other;2016;2021-04-15
chevrolet silverado 2500hd built;good|8 cylinders|diesel|automatic|4wd|pickup|brown;2015;2021-04-15
nissan rogue sv;good|4 cylinders|gas|automatic|fwd|other|white;2019;2021-04-15
toyota 4runner limited 4x4;good|6 cylinders|gas|automatic|4wd|other;2016;2021-04-15
dodge challenger;good|6 cylinders|gas|automatic|rwd|coupe|white;2011;2021-04-15
acura ilx;good|4 cylinders|gas|automatic|fwd|sedan|white;2018;2021-04-15
jeep wrangler unlimited rubicon;good|6 cylinders|gas|automatic|4wd|other|red;2011;2021-04-15
jeep wrangler unlimited rubicon;good|6 cylinders|gas|automatic|4wd|SUV|silver;2012;2021-04-15
acura ilx tech pkg;good|4 cylinders|gas|automatic|fwd|sedan;2015;2021-04-15
ford f-150 svt raptor;good|8 cylinders|gas|automatic|4wd|pickup|silver;2012;2021-04-15
dodge charger sxt;good|6 cylinders|gas|automatic|sedan|black;2019;2021-04-15
jeep wrangler unlimited rubicon;good|6 cylinders|gas|manual|4wd|other|blue;2008;2021-04-15
chevrolet silverado 1500 2wd;good|6 cylinders|other|automatic|rwd|pickup|white;2016;2021-04-15
gmc acadia denali;good|6 cylinders|gas|automatic|other|white;2013;2021-04-15
dodge journey se;good|4 cylinders|gas|automatic|fwd|SUV|green;2016;2021-04-15
chevrolet camaro 1ss;good|8 cylinders|gas|automatic|rwd|coupe|red;2017;2021-04-15
nissan altima 2.5 s;good|4 cylinders|gas|automatic|fwd|sedan;2015;2021-04-15
ram 1500 express;good|8 cylinders|gas|automatic|rwd|pickup|white;2016;2021-04-15
toyota tundra sr5 4x2 crewmax;good|8 cylinders|gas|automatic|rwd|pickup|black;2013;2021-04-15
chevrolet silverado 1500 2wd;good|6 cylinders|other|automatic|rwd|pickup|white;2017;2021-04-15
nissan sentra s;good|4 cylinders|gas|automatic|fwd|sedan|blue;2019;2021-04-15
hyundai sonata gls;good|4 cylinders|gas|automatic|fwd|sedan;2012;2021-04-15
chevrolet silverado 1500 lt 2wd;good|8 cylinders|gas|automatic|rwd|pickup|white;2015;2021-04-15
honda civic;4 cylinders|gas|automatic|fwd|sedan|grey;2005;2021-04-15
kia sorento ex;excellent|4 cylinders|gas|automatic|fwd|SUV|black;2016;2021-04-15
toyota prius;good|4 cylinders|hybrid|automatic|fwd|hatchback|white;2008;2021-04-15
acura mdx;6 cylinders|gas|automatic|fwd|SUV|white;2018;2021-04-15
chevrolet silverado;gas|automatic|4wd|pickup|black;2017;2021-04-15
saturn l-100;good|4 cylinders|gas|automatic|fwd|sedan|silver;2002;2021-04-15
honda fit sport hatchback;like new|4 cylinders|gas|automatic|fwd|hatchback|blue;2012;2021-04-15
bmw 750li;gas|automatic;2012;2021-04-15
ford f-150;gas|automatic|rwd|pickup|white;2016;2021-04-15
ford mustang;like new|8 cylinders|gas|manual|rwd|coupe|yellow;1999;2021-04-15
mazda mazda3;gas|automatic|sedan|silver;2015;2021-04-15
toyota tacoma;6 cylinders|gas|automatic|4wd|truck|blue;2019;2021-04-15
toyota camry se;excellent|4 cylinders|gas|automatic|sedan|blue;2017;2021-04-15
ford expedition el;gas|automatic|fwd|SUV|black;2017;2021-04-15
bmw x5 xdrive35d diesel 3rd;excellent|6 cylinders|diesel|automatic|4wd|SUV;2013;2021-04-15
dodge grand caravan;other|automatic|fwd|van|silver;2016;2021-04-15
lincoln mkt;like new|gas|automatic|SUV|black;2012;2021-04-15
lincoln mkz;like new|gas|automatic|sedan|silver;2016;2021-04-15
ford f100 ranger;good|8 cylinders|gas|automatic|rwd|truck;1979;2021-04-15
kia optima;gas|automatic|fwd|sedan|white;2018;2021-04-15
toyota prius;gas|automatic;2007;2021-04-15
dodge challenger;gas|automatic|rwd|coupe|custom;2019;2021-04-15
nissan 370z;good|6 cylinders|gas|automatic|rwd|coupe|white;2016;2021-04-15
honda cr-v;4 cylinders|gas|automatic|fwd|SUV|silver;2020;2021-04-15
gmc w4500;excellent|gas|automatic|white;2000;2021-04-15
toyota rav4;gas|automatic|fwd|wagon|white;2017;2021-04-15
honda odyssey;gas|automatic;2007;2021-04-15
dodge challenger;gas|automatic|rwd|coupe|custom;2016;2021-04-15
honda accord;gas|automatic;2017;2021-04-15
gmc savana;gas|automatic;2012;2021-04-15
kia forte 4dr sdn lx;like new|4 cylinders|gas|automatic|fwd|sedan|brown;2018;2021-04-15
ford f150;gas|automatic;2004;2021-04-15
subaru forester 2.5x sport;excellent|4 cylinders|gas|other|SUV;2012;2021-04-15
ford e450;gas|automatic;2011;2021-04-15
hyundai santa fe sport;gas|automatic|fwd|wagon|black;2018;2021-04-15
audi a4;4 cylinders|gas|automatic|4wd|sedan|orange;2015;2021-04-15
chevrolet suburban;8 cylinders|gas|automatic|4wd|SUV;2015;2021-04-15
chevrolet silverado 2500hd;8 cylinders|gas|automatic|rwd|truck|white;2015;2021-04-15
honda civic;excellent|4 cylinders|gas|automatic|fwd;2004;2021-04-15
toyota camry;gas|automatic|silver;2007;2021-04-15
honda ridgeline;gas|automatic|white;2020;2021-04-15
volvo xc60;gas|automatic|SUV|white;2019;2021-04-15
dodge grand caravan;other|automatic|fwd|van|white;2019;2021-04-15
mercedes-benz c-class;gas|automatic|sedan;2011;2021-04-15
honda accord;4 cylinders|gas|automatic|fwd|sedan;2018;2021-04-15
ford freestyle sel;excellent|4 cylinders|gas|automatic|4wd|SUV;2005;2021-04-15
honda cr-v;4 cylinders|gas|automatic|fwd|SUV|red;2019;2021-04-15
honda pilot;6 cylinders|gas|automatic|4wd|SUV;2011;2021-04-15
toyota corolla;4 cylinders|gas|automatic|fwd|sedan;2013;2021-04-15
ford expedition;like new|8 cylinders|gas|automatic|rwd|SUV|white;2001;2021-04-15
lexus es es 350;excellent|6 cylinders|gas|automatic|sedan;2017;2021-04-15
ford mustang v6 premium;6 cylinders|gas|manual|rwd|coupe|red;2013;2021-04-15
ford e-series wagon e-350 sd xl;8 cylinders|gas|automatic|rwd|van|grey;2008;2021-04-15
bmw x3;like new|4 cylinders|gas|automatic|rwd|SUV|white;2017;2021-04-15
toyota corolla;4 cylinders|gas|automatic|fwd|sedan;2019;2021-04-15
dodge challenger;8 cylinders|gas|automatic|rwd|coupe|red;2018;2021-04-15
bmw 3 series 328i;excellent|6 cylinders|gas|automatic|convertible;2013;2021-04-15
mini cooper;good|gas|automatic|green;2008;2021-04-15
acura mdx sh-awd sport utility;good|6 cylinders|gas|other|SUV|silver;2017;2021-04-15
lexus nx 200t sport utility 4d;good|gas|other|fwd|hatchback|red;2015;2021-04-15
lexus ls 460 sedan 4d;good|8 cylinders|gas|other|rwd|sedan|white;2016;2021-04-15
volvo s60 t6 r-design sedan 4d;good|gas|other|sedan|white;2019;2021-04-15
chevrolet silverado 2500 hd crew;good|8 cylinders|gas|other|pickup|white;2014;2021-04-15
bmw x3 sdrive30i sport utility;good|gas|other|rwd|other|white;2019;2021-04-15
toyota tundra crewmax limited;good|8 cylinders|gas|other|pickup|silver;2019;2021-04-15
nissan leaf s hatchback 4d;good|electric|other|fwd|hatchback;2019;2021-04-15
bmw i3 hatchback 4d;good|other|other|rwd|hatchback;2015;2021-04-15
kia niro s touring wagon 4d;good|other|other|wagon;2019;2021-04-15
gmc envoy;gas|automatic;2002;2021-04-15
lexus rx 350 sport utility 4d;good|other|other|other|silver;2019;2021-04-15
chevrolet spark ev 1lt hatchback;good|electric|other|fwd|hatchback|silver;2016;2021-04-15
ford mustang gt coupe 2d;good|8 cylinders|gas|automatic|rwd|coupe|silver;2017;2021-04-15
alfa-romeo romeo giulia sedan 4d;good|gas|other|rwd|sedan;2018;2021-04-15
honda accord;good|6 cylinders|gas|automatic|fwd|sedan|silver;2007;2021-04-15
dodge charger;fair|6 cylinders|gas|automatic;2006;2021-04-14
toyota tacoma;gas|automatic;2002;2021-04-14
volkswagen new beetle;5 cylinders|gas|manual|fwd|convertible|custom;2008;2021-04-14
mazda cx-5;4 cylinders|gas|automatic|SUV;2014;2021-04-14
ford ranger super cab;6 cylinders|gas|manual|4wd|pickup|custom;2001;2021-04-14
toyota camry;excellent|4 cylinders|gas|manual|4wd|other|grey;2009;2021-04-14
toyota sienna;6 cylinders|gas|automatic|fwd|van|blue;2018;2021-04-14
volkswagen jetta;excellent|4 cylinders|gas|automatic|fwd|sedan|grey;2015;2021-04-14
chevrolet malibu lt;excellent|4 cylinders|gas|automatic|fwd|sedan|silver;2018;2021-04-14
infiniti g37 sedan;6 cylinders|gas|automatic|rwd|sedan|grey;2012;2021-04-14
jeep wrangler;6 cylinders|gas|automatic|4wd|silver;2002;2021-04-14
ford taurus sel 4dr sedan;like new|6 cylinders|gas|automatic|fwd|sedan|grey;2013;2021-04-14
toyota tacoma;gas|automatic;1999;2021-04-14
ford escape;good|6 cylinders|gas|automatic|4wd|SUV|silver;2005;2021-04-14
chevrolet malibu lt 4dr sedan w;excellent|6 cylinders|gas|automatic|fwd|sedan|blue;2008;2021-04-14
ford taurus;excellent|6 cylinders|gas|automatic|fwd|sedan;2006;2021-04-14
dodge charger;gas|automatic|rwd|red;2018;2021-04-14
mercedes-benz cla 250;good|other|automatic|fwd|sedan;2018;2021-04-14
mercedes-benz gls 450;good|other|automatic|other|white;2017;2021-04-14
rover range velar p380 s;good|other|automatic|4wd|other|black;2018;2021-04-14
gmc yukon slt;good|other|automatic|4wd|other|white;2019;2021-04-14
dodge dakota slt 2dr slt;8 cylinders|gas|automatic|4wd|pickup|white;1998;2021-04-14
toyota prius;4 cylinders|hybrid|automatic|fwd|sedan|grey;2019;2021-04-14
hyundai tucson;gas|automatic|fwd|wagon;2019;2021-04-14
ford focus st;excellent|4 cylinders|gas|manual|hatchback;2014;2021-04-14
volkswagen golf gti autobahn w;excellent|4 cylinders|gas|automatic|hatchback;2016;2021-04-14
acura mdx;good|6 cylinders|gas|automatic|4wd|SUV|grey;2008;2021-04-14
dodge neon;excellent|4 cylinders|gas|manual;2005;2021-04-14
dodge charger;other|automatic|rwd|sedan;2014;2021-04-14
saturn vue;good|4 cylinders|gas|automatic|fwd;2007;2021-04-14
chrysler pacifica;gas|automatic|fwd|van|custom;2018;2021-04-14
chevrolet sonic;excellent|gas|automatic|fwd|sedan|black;2015;2021-04-14
ford fusion;excellent|gas|automatic|fwd|sedan|white;2017;2021-04-14
hyundai accent;excellent|gas|automatic|fwd|sedan|grey;2017;2021-04-14
dodge grand caravan;excellent|gas|automatic|fwd|mini-van;2012;2021-04-14
acura tl;excellent|gas|automatic|4wd|sedan|black;2012;2021-04-14
jeep cherokee;excellent|gas|automatic|fwd|SUV|black;2015;2021-04-14
ford focus;excellent|gas|automatic|fwd|sedan|silver;2014;2021-04-14
ford focus;excellent|gas|automatic|fwd|sedan|silver;2012;2021-04-14
toyota highlander;excellent|gas|automatic|4wd|SUV|silver;2009;2021-04-14
